id,name,state,acceptance_rate,avg_sat,avg_act,avg_gpa,tuition_in_state,tuition_out_state,room_board,total_cost_in_state,total_cost_out_state,campus_size,student_population,graduation_rate,retention_rate,selectivity_score,affordability_score,quality_score,top_majors,location_type,public_private,religious_affiliation,athletics_division
342,University of Oregon (MA),MA,0.294,1600,27,3.28,11263,51145,12020,23283,63165,Medium,1725,0.671,0.84,0.824,0.709,0.783,"['Art', 'Environmental Science', 'Medicine', 'English', 'Architecture', 'Engineering', 'Business']",Rural,Private,Protestant,NCAA Division I
343,Northwestern University,MN,0.62,1169,32,3.48,55118,16660,10988,66106,27648,Medium,8378,0.837,0.969,0.52,0.174,0.75,"['History', 'Environmental Science', 'Political Science', 'Psychology', 'Biology', 'Law']",Suburban,Private,Catholic,NCAA Division III
344,University of Rochester (TX),TX,0.163,1566,27,2.81,53272,63712,17357,70629,81069,Medium,27950,0.943,0.845,0.893,0.117,0.894,"['Environmental Science', 'Law', 'Mathematics', 'Psychology']",Rural,Private,None,None
345,Ohio State University (OH),OH,0.104,1309,20,3.92,29183,53865,14490,43673,68355,Medium,29438,0.796,0.971,0.865,0.454,0.876,"['Physics', 'English', 'Engineering', 'Biology', 'Psychology', 'Music', 'Economics', 'History']",Suburban,Private,Other,NCAA Division II
346,Yale University,MA,0.323,1433,23,2.64,34629,34482,18868,53497,53350,Small,26862,0.854,0.769,0.764,0.331,0.793,"['Nursing', 'Physics', 'Architecture', 'Engineering', 'Chemistry', 'Mathematics', 'History', 'Psychology']",Urban,Public,None,NCAA Division III
347,Vanderbilt University,IL,0.435,1080,27,3.7,45159,74851,13673,58832,88524,Medium,5992,0.633,0.816,0.609,0.265,0.678,"['Environmental Science', 'Physics', 'Psychology', 'History']",Urban,Public,Protestant,NCAA Division III
348,University of Virginia (OH),OH,0.093,1163,24,3.17,11267,39211,18991,30258,58202,Large,30664,0.799,0.929,0.835,0.622,0.852,"['Environmental Science', 'Engineering', 'Music', 'Political Science']",Urban,Public,None,NCAA Division III
349,University of Miami,NY,0.665,1450,24,2.62,50131,26164,12222,62353,38386,Medium,40007,0.661,0.93,0.563,0.221,0.703,"['English', 'Physics', 'History', 'Business']",Urban,Private,Other,NCAA Division I
350,Brandeis University,WI,0.936,1363,19,3.76,48702,60153,17366,66068,77519,Small,14722,0.659,0.862,0.379,0.174,0.608,"['Medicine', 'History', 'Education']",Rural,Public,Other,NCAA Division III
351,Syracuse University,MI,0.258,1197,18,3.95,58580,52422,18440,77020,70862,Medium,7918,0.656,0.935,0.745,0.037,0.775,"['Physics', 'Law', 'Environmental Science', 'Music', 'Medicine']",Rural,Private,Protestant,None
352,University of Pittsburgh,TX,0.297,1102,35,3.05,28045,71146,11834,39879,82980,Large,48285,0.857,0.923,0.697,0.502,0.813,"['English', 'Education', 'Economics', 'Computer Science', 'Art', 'Political Science', 'Mathematics']",Suburban,Public,Other,None
353,University of Wisconsin,CO,0.465,1011,36,3.56,10993,33544,15419,26412,48963,Large,33726,0.676,0.898,0.574,0.67,0.702,"['Environmental Science', 'Law', 'Political Science', 'Engineering']",Suburban,Public,Jewish,NCAA Division III
354,University of Pennsylvania,CO,0.464,1521,36,2.67,33522,77801,9450,42972,87251,Small,27925,0.608,0.8,0.702,0.463,0.703,"['Music', 'Political Science', 'Medicine']",Urban,Private,Protestant,NCAA Division II
355,University of Pittsburgh,OH,0.677,1128,36,3.94,5901,17008,9353,15254,26361,Large,16598,0.967,0.705,0.476,0.809,0.692,"['Art', 'Education', 'Biology', 'Medicine']",Rural,Public,Protestant,NCAA Division I
356,University of Minnesota,MA,0.905,1397,25,2.88,31670,59691,9860,41530,69551,Large,36810,0.82,0.887,0.406,0.481,0.675,"['Physics', 'English', 'Law']",Suburban,Private,None,NCAA Division III
357,Northwestern University,IN,0.765,1285,26,3.92,44221,21772,19587,63808,41359,Medium,34392,0.767,0.788,0.462,0.202,0.652,"['History', 'Physics', 'Art', 'Mathematics', 'Computer Science', 'Environmental Science', 'Business', 'Music']",Suburban,Private,Catholic,None
358,Case Western Reserve University,PA,0.493,1487,28,2.71,55114,32889,11500,66614,44389,Medium,21390,0.893,0.826,0.676,0.167,0.786,"['Psychology', 'History', 'Political Science', 'Physics', 'Law', 'Environmental Science', 'Art']",Suburban,Private,Catholic,NCAA Division I
359,Arizona State University,CA,0.896,1422,35,3.44,11647,30711,15266,26913,45977,Large,12052,0.61,0.899,0.418,0.664,0.62,"['Physics', 'Chemistry', 'Biology', 'Education']",Rural,Public,Protestant,NCAA Division II
360,University of Pittsburgh,MN,0.16,1205,28,2.94,31888,24616,17929,49817,42545,Large,18040,0.601,0.938,0.805,0.377,0.784,"['Political Science', 'Music', 'Nursing', 'Medicine', 'Art', 'Chemistry']",Suburban,Private,Protestant,None
361,Wake Forest University (IA),IA,0.214,1140,22,3.8,57948,57923,12673,70621,70596,Small,6333,0.621,0.849,0.757,0.117,0.744,"['Computer Science', 'Psychology', 'Mathematics', 'Biology', 'Art', 'English']",Suburban,Private,None,NCAA Division II
362,University of Chicago (OH),OH,0.814,1410,26,3.83,17509,39611,15892,33401,55503,Medium,45623,0.886,0.863,0.464,0.582,0.71,"['Computer Science', 'Engineering', 'Chemistry', 'History', 'Medicine']",Urban,Private,None,NCAA Division I
363,"University of California, Berkeley",MN,0.496,1557,23,3.72,58436,53733,9963,68399,63696,Small,7201,0.686,0.867,0.692,0.145,0.743,"['Mathematics', 'Architecture', 'Nursing', 'English', 'Business', 'Political Science', 'Music', 'Law']",Urban,Public,Catholic,NCAA Division III
364,"University of California, Los Angeles (IN)",IN,0.3,1384,25,2.93,44376,28064,18998,63374,47062,Small,31828,0.627,0.863,0.766,0.208,0.754,"['English', 'Economics', 'History', 'Environmental Science']",Rural,Public,Catholic,NCAA Division III
365,Boston University,UT,0.5,1108,34,3.29,51765,29617,19353,71118,48970,Large,33757,0.962,0.918,0.577,0.111,0.795,"['Medicine', 'Art', 'Engineering', 'Architecture', 'History']",Urban,Public,Other,NCAA Division II
366,Rice University,NJ,0.689,1555,20,3.23,48977,33753,10668,59645,44421,Small,45184,0.614,0.786,0.576,0.254,0.65,"['Business', 'Computer Science', 'History', 'Mathematics', 'Law', 'Nursing', 'Physics', 'Political Science']",Rural,Public,None,NCAA Division III
367,University of Pittsburgh,CT,0.84,1202,20,2.8,13066,68189,15871,28937,84060,Small,47248,0.732,0.735,0.397,0.638,0.599,"['Engineering', 'Music', 'English', 'Architecture', 'Psychology', 'Economics', 'Business', 'History']",Suburban,Private,None,None
368,Baylor University,PA,0.622,1045,21,3.42,24259,44586,19444,43703,64030,Small,30030,0.715,0.789,0.488,0.454,0.646,"['Nursing', 'Business', 'Law', 'Physics', 'Medicine', 'Environmental Science', 'Computer Science', 'English']",Rural,Private,Other,NCAA Division II
369,Washington University in St. Louis,CA,0.125,1073,31,2.54,34745,18310,9091,43836,27401,Medium,34191,0.618,0.804,0.793,0.452,0.744,"['Psychology', 'English', 'Political Science', 'Engineering', 'Architecture', 'Music', 'Art', 'Business']",Urban,Public,Jewish,NCAA Division II
370,University of Arizona,IN,0.687,1558,29,3.01,23869,66818,18042,41911,84860,Medium,24267,0.799,0.881,0.577,0.476,0.735,"['Business', 'Nursing', 'Law', 'Physics', 'History', 'Psychology']",Suburban,Private,Jewish,NCAA Division III
371,Southern Methodist University,CT,0.445,1515,23,3.06,10128,40702,9641,19769,50343,Large,4498,0.753,0.904,0.712,0.753,0.782,"['Computer Science', 'Chemistry', 'Education', 'History']",Suburban,Public,Protestant,NCAA Division I
372,MIT,CT,0.401,1482,22,2.52,43395,72557,14501,57896,87058,Small,45513,0.946,0.718,0.73,0.276,0.791,"['Computer Science', 'Physics', 'History', 'Economics']",Suburban,Public,None,NCAA Division III
373,Villanova University (IN),IN,0.322,1038,25,3.27,9255,55385,10893,20148,66278,Large,48708,0.892,0.716,0.666,0.748,0.749,"['Education', 'Architecture', 'Law', 'Medicine', 'Business', 'Economics', 'History', 'Biology']",Urban,Public,Jewish,NCAA Division III
374,"University of California, Irvine",WI,0.887,1437,23,2.9,28131,20900,19796,47927,40696,Small,49449,0.817,0.763,0.427,0.401,0.645,"['Architecture', 'Nursing', 'Business', 'Computer Science']",Rural,Private,Catholic,NCAA Division II
375,University of Pennsylvania,MA,0.384,1518,29,3.04,26127,51318,11194,37321,62512,Medium,25913,0.651,0.858,0.749,0.533,0.752,"['English', 'Education', 'Political Science', 'Economics', 'Computer Science', 'Physics', 'Psychology', 'Law']",Urban,Private,Jewish,NCAA Division II
376,University of Michigan,NY,0.179,1407,29,2.9,51521,50331,12758,64279,63089,Medium,45551,0.78,0.781,0.845,0.197,0.806,"['Art', 'Environmental Science', 'Architecture', 'Physics', 'Nursing', 'English', 'Engineering']",Suburban,Private,Catholic,NCAA Division III
377,Cornell University (AZ),AZ,0.465,1237,20,3.91,23106,51703,12777,35883,64480,Medium,13479,0.629,0.843,0.63,0.551,0.693,"['Political Science', 'Art', 'Mathematics', 'Architecture']",Urban,Private,Protestant,NCAA Division I
378,Georgetown University,TX,0.911,1031,34,2.97,42465,42121,16812,59277,58933,Large,25084,0.916,0.829,0.311,0.259,0.648,"['Psychology', 'Art', 'English', 'Computer Science', 'Political Science', 'History']",Suburban,Public,None,NCAA Division III
379,University of Notre Dame,NJ,0.336,1326,25,2.81,29993,63689,10642,40635,74331,Medium,9938,0.643,0.951,0.73,0.492,0.77,"['Art', 'Law', 'Economics', 'English']",Rural,Private,Catholic,NCAA Division II
380,Case Western Reserve University,IA,0.356,1088,33,2.86,42966,31859,18428,61394,50287,Large,18985,0.886,0.882,0.658,0.233,0.794,"['Architecture', 'English', 'Psychology', 'Law', 'Economics']",Urban,Private,Catholic,None
381,University of Miami,WI,0.149,1214,25,3.37,58558,23518,10338,68896,33856,Large,41867,0.97,0.856,0.814,0.139,0.873,"['Medicine', 'Law', 'Chemistry', 'Psychology', 'Business', 'Music']",Urban,Public,Other,NCAA Division III
382,Duke University,OH,0.933,1494,25,3.37,49248,57803,12606,61854,70409,Small,34113,0.686,0.836,0.414,0.227,0.622,"['Mathematics', 'Art', 'Chemistry', 'Music', 'Psychology', 'Political Science', 'Business', 'History']",Suburban,Public,None,NAIA
383,University of Pittsburgh,OH,0.154,1393,24,3.77,34255,57987,10610,44865,68597,Small,9036,0.964,0.706,0.856,0.439,0.844,"['Chemistry', 'History', 'Medicine', 'Biology', 'Environmental Science', 'Music', 'Art']",Rural,Private,Protestant,NAIA
384,Rice University,TX,0.422,1518,25,3.6,39084,32163,11407,50491,43570,Large,44240,0.733,0.867,0.726,0.369,0.771,"['Engineering', 'Medicine', 'Music', 'Psychology', 'Environmental Science', 'Mathematics', 'Education']",Suburban,Public,Jewish,NCAA Division I
385,Georgetown University,CT,0.387,1045,22,3.51,58882,78389,17518,76400,95907,Large,48347,0.885,0.842,0.629,0.045,0.769,"['Environmental Science', 'Chemistry', 'Nursing', 'Engineering', 'Medicine']",Suburban,Public,Other,None
386,Vanderbilt University,MA,0.599,1280,23,3.98,57480,18510,14315,71795,32825,Large,27725,0.809,0.833,0.561,0.103,0.717,"['Architecture', 'Law', 'History', 'Education', 'Biology', 'Art', 'Mathematics', 'Environmental Science']",Rural,Private,Catholic,NAIA
387,Ohio State University,IA,0.834,1527,27,3.28,11198,51362,19407,30605,70769,Medium,8192,0.899,0.8,0.481,0.617,0.702,"['Economics', 'Mathematics', 'Music', 'Physics', 'Computer Science', 'Political Science', 'Environmental Science']",Suburban,Public,Other,None
388,Lehigh University (MA),MA,0.434,1509,19,3.49,47298,27400,10169,57467,37569,Small,47389,0.777,0.861,0.717,0.282,0.778,"['Psychology', 'Medicine', 'Physics', 'Political Science', 'Education', 'Economics']",Urban,Public,Catholic,NCAA Division II
389,Penn State University (IA),IA,0.686,1142,20,3.63,9897,63354,15811,25708,79165,Medium,47152,0.97,0.827,0.474,0.679,0.728,"['Engineering', 'Psychology', 'Chemistry', 'Physics', 'Political Science', 'Nursing', 'English']",Rural,Private,Other,NCAA Division III
390,Texas A&M University,OH,0.101,1308,35,2.59,36366,48886,19451,55817,68337,Large,39950,0.793,0.797,0.867,0.302,0.824,"['Music', 'Environmental Science', 'Political Science', 'Architecture']",Suburban,Private,Catholic,NAIA
391,Case Western Reserve University,IN,0.264,1256,23,3.57,28910,66643,17978,46888,84621,Large,46956,0.798,0.817,0.756,0.414,0.787,"['Economics', 'Education', 'Nursing']",Rural,Private,Jewish,NAIA
392,University of Texas (IA),IA,0.817,1146,22,2.83,51608,28519,13238,64846,41757,Small,18615,0.922,0.759,0.397,0.189,0.663,"['Education', 'Physics', 'Computer Science', 'Architecture', 'History', 'Economics']",Rural,Private,Protestant,NAIA
393,Northwestern University,PA,0.418,1268,19,3.91,55702,36515,8132,63834,44647,Medium,42558,0.78,0.726,0.666,0.202,0.718,"['Computer Science', 'Political Science', 'Mathematics', 'Art']",Urban,Private,Jewish,NCAA Division II
394,Columbia University,OR,0.197,1389,33,2.53,36245,47362,19762,56007,67124,Medium,28834,0.675,0.782,0.829,0.3,0.769,"['Biology', 'Political Science', 'Computer Science', 'History', 'Engineering', 'Music', 'Economics', 'Nursing']",Suburban,Private,Jewish,NCAA Division II
395,Stanford University (OH),OH,0.4,1538,23,3.99,54108,54749,18617,72725,73366,Small,24657,0.965,0.893,0.744,0.091,0.855,"['Environmental Science', 'Music', 'Law', 'History', 'Engineering', 'Mathematics', 'English']",Suburban,Public,Protestant,NCAA Division II
396,Wake Forest University,WA,0.446,1067,27,3.73,27094,50809,11014,38108,61823,Large,11544,0.626,0.93,0.599,0.524,0.706,"['Political Science', 'Education', 'Business', 'Nursing']",Rural,Private,Other,NCAA Division I
397,Syracuse University (IL),IL,0.612,1514,28,2.55,33924,72407,10508,44432,82915,Small,49692,0.931,0.722,0.611,0.445,0.741,"['Chemistry', 'Economics', 'Nursing', 'Environmental Science', 'Mathematics']",Rural,Public,Catholic,NCAA Division II
398,University of Notre Dame,WA,0.914,1476,25,2.95,9902,26251,15520,25422,41771,Small,43364,0.65,0.741,0.421,0.682,0.586,"['Music', 'Psychology', 'Computer Science', 'Mathematics', 'Education', 'Chemistry', 'Biology']",Rural,Private,None,NCAA Division III
399,University of Arizona,OR,0.769,1029,19,2.88,22578,68371,12611,35189,80982,Medium,19225,0.827,0.905,0.396,0.56,0.678,"['Nursing', 'Political Science', 'Psychology', 'English']",Rural,Public,None,NCAA Division I
400,University of Pittsburgh,NJ,0.762,1438,23,3.69,32255,67753,13799,46054,81552,Small,30820,0.892,0.777,0.502,0.424,0.702,"['Medicine', 'Biology', 'Economics', 'Chemistry', 'Environmental Science', 'Business', 'Music']",Urban,Private,Jewish,None
401,Ohio State University (NY),NY,0.523,1519,36,3.46,19315,52013,14496,33811,66509,Large,14456,0.907,0.7,0.666,0.577,0.749,"['Political Science', 'Education', 'Chemistry', 'Architecture', 'Mathematics', 'Environmental Science']",Suburban,Private,Catholic,None
402,University of Iowa,PA,0.861,1041,22,3.61,52834,34064,16480,69314,50544,Large,45265,0.89,0.961,0.344,0.134,0.693,"['Economics', 'History', 'Political Science', 'Music', 'Mathematics', 'Law']",Suburban,Private,Other,None
403,"University of California, Berkeley",MA,0.808,1147,19,3.21,21869,16694,18867,40736,35561,Small,11755,0.909,0.805,0.402,0.491,0.675,"['Nursing', 'Art', 'Business', 'Psychology', 'Medicine', 'Architecture', 'History']",Rural,Public,Jewish,NCAA Division I
404,University of Minnesota,CO,0.344,1072,23,3.69,50361,62052,9819,60180,71871,Large,10246,0.862,0.84,0.662,0.248,0.775,"['Art', 'Mathematics', 'Biology', 'Psychology', 'Political Science', 'Chemistry', 'Environmental Science', 'Economics']",Suburban,Public,Catholic,None
405,Yale University,MA,0.486,1592,18,3.9,17627,27924,18924,36551,46848,Small,42556,0.736,0.885,0.707,0.543,0.769,"['Computer Science', 'History', 'Medicine', 'Psychology']",Rural,Private,Other,NCAA Division II
406,University of Virginia (OH),OH,0.135,1391,36,3.11,54571,48750,15923,70494,64673,Medium,19013,0.919,0.708,0.867,0.119,0.835,"['Business', 'Nursing', 'Computer Science', 'Education', 'Environmental Science', 'Medicine']",Urban,Public,Jewish,NCAA Division I
407,Emory University (OR),OR,0.508,1030,19,3.66,6264,33297,9909,16173,43206,Large,15819,0.632,0.852,0.553,0.798,0.666,"['Chemistry', 'Business', 'Art', 'Law', 'Education', 'Political Science', 'Computer Science']",Suburban,Public,Other,NAIA
408,Dartmouth College (MI),MI,0.418,1356,28,2.62,50585,72286,17162,67747,89448,Large,42029,0.637,0.797,0.688,0.153,0.705,"['English', 'Psychology', 'Architecture', 'Biology', 'Computer Science']",Suburban,Public,Catholic,NCAA Division III
409,"University of California, Berkeley",OR,0.327,1199,36,3.58,41158,48760,8078,49236,56838,Small,32653,0.638,0.758,0.704,0.385,0.7,"['Music', 'Law', 'Nursing']",Rural,Public,Protestant,NCAA Division III
410,Yale University,NJ,0.385,1199,20,2.95,43524,64330,10537,54061,74867,Medium,31468,0.61,0.702,0.669,0.324,0.661,"['Business', 'Architecture', 'Engineering', 'Environmental Science', 'Political Science', 'Art', 'English', 'Chemistry']",Suburban,Private,Catholic,None
411,Boston University,MN,0.436,1576,31,3.26,55823,59391,14427,70250,73818,Medium,3353,0.604,0.955,0.732,0.122,0.761,"['Mathematics', 'Law', 'Chemistry', 'Physics', 'Computer Science', 'Political Science', 'Music', 'Economics']",Rural,Public,Catholic,NCAA Division II
412,University of Notre Dame (UT),UT,0.882,1085,22,3.26,10375,24917,13919,24294,38836,Large,1445,0.662,0.909,0.342,0.696,0.608,"['Political Science', 'Chemistry', 'Architecture', 'English', 'History', 'Business', 'Biology', 'Environmental Science']",Rural,Private,None,None
413,Baylor University (OR),OR,0.566,1527,22,3.75,40729,47178,16761,57490,63939,Large,11123,0.889,0.884,0.642,0.281,0.789,"['Medicine', 'Biology', 'Environmental Science']",Rural,Public,None,None
414,Wake Forest University,IL,0.813,1596,32,2.99,52898,52772,12503,65401,65275,Small,25838,0.773,0.866,0.511,0.182,0.696,"['Economics', 'Music', 'Nursing']",Rural,Public,None,NCAA Division II
415,Harvard University (WA),WA,0.531,1378,24,3.39,14883,21690,14776,29659,36466,Large,27548,0.745,0.783,0.626,0.629,0.709,"['Nursing', 'Chemistry', 'Music', 'Education']",Rural,Private,Jewish,NCAA Division II
416,Villanova University,CO,0.498,1298,25,3.74,32717,37565,16088,48805,53653,Small,23946,0.826,0.976,0.625,0.39,0.791,"['Engineering', 'Physics', 'Art', 'Chemistry', 'Biology', 'Education', 'Business', 'Environmental Science']",Suburban,Private,Catholic,NCAA Division III
417,University of Texas,AZ,0.21,1488,29,3.7,39936,61643,19611,59547,81254,Large,24568,0.969,0.932,0.846,0.256,0.909,"['Computer Science', 'Medicine', 'Art', 'Education', 'Engineering', 'Environmental Science', 'Business', 'Chemistry']",Urban,Public,Other,NCAA Division I
418,Indiana University,IL,0.054,1461,36,3.56,52250,76682,19160,71410,95842,Small,45682,0.668,0.73,0.933,0.107,0.793,"['English', 'History', 'Nursing', 'Computer Science', 'Political Science', 'Biology', 'Architecture']",Rural,Private,Jewish,None
419,"University of California, Berkeley (MA)",MA,0.877,1402,33,3.03,6253,47975,14730,20983,62705,Small,3567,0.767,0.965,0.424,0.738,0.689,"['Medicine', 'Political Science', 'English', 'Psychology', 'Environmental Science']",Rural,Private,Protestant,NCAA Division III
420,University of Notre Dame,CO,0.884,1375,33,2.95,11357,38627,11309,22666,49936,Large,47778,0.832,0.782,0.413,0.717,0.649,"['Psychology', 'Political Science', 'Music', 'Environmental Science', 'English', 'Business']",Rural,Private,Jewish,NCAA Division II
421,University of Texas,AZ,0.414,1231,28,3.0,53098,42808,10095,63193,52903,Medium,8530,0.762,0.905,0.66,0.21,0.764,"['English', 'Engineering', 'Art']",Suburban,Public,Jewish,None
422,Case Western Reserve University (CO),CO,0.061,1307,35,3.62,50218,52485,12778,62996,65263,Small,2592,0.714,0.979,0.89,0.213,0.864,"['Psychology', 'Art', 'Computer Science']",Urban,Public,None,NCAA Division III
423,University of Virginia,TX,0.143,1273,34,3.48,29321,69612,13943,43264,83555,Large,39446,0.789,0.725,0.832,0.459,0.787,"['Chemistry', 'Art', 'English', 'Mathematics', 'Economics', 'Political Science', 'Law', 'History']",Urban,Private,Catholic,NAIA
424,Lehigh University,TX,0.566,1353,35,3.96,47942,71196,13187,61129,84383,Small,40879,0.917,0.743,0.599,0.236,0.737,"['Environmental Science', 'Art', 'Nursing', 'English', 'Law', 'Physics', 'Chemistry']",Rural,Private,Other,NCAA Division I
425,Arizona State University,TX,0.519,1048,23,2.59,51031,41762,19491,70522,61253,Small,5564,0.815,0.806,0.55,0.118,0.706,"['English', 'Medicine', 'Nursing']",Urban,Private,None,None
426,Georgetown University (MN),MN,0.847,1341,19,2.93,37471,27557,12554,50025,40111,Small,15488,0.622,0.898,0.427,0.375,0.627,"['Architecture', 'Physics', 'Political Science', 'Music']",Urban,Private,None,None
427,Emory University (IL),IL,0.838,1182,36,3.41,40562,52855,10592,51154,63447,Large,44666,0.744,0.786,0.393,0.361,0.616,"['Business', 'Chemistry', 'Engineering', 'Law', 'Psychology', 'Biology']",Suburban,Public,Catholic,None
428,University of Oregon (IA),IA,0.863,1427,25,3.25,33358,68448,8064,41422,76512,Medium,39171,0.938,0.779,0.439,0.482,0.691,"['Architecture', 'English', 'Law', 'Biology']",Suburban,Public,Catholic,NCAA Division II
429,Georgetown University,CO,0.4,1419,32,3.03,29914,36203,18548,48462,54751,Small,20527,0.838,0.822,0.715,0.394,0.784,"['Art', 'Physics', 'Medicine', 'Mathematics', 'Engineering', 'Chemistry', 'Economics', 'Political Science']",Suburban,Public,Jewish,NCAA Division II
430,University of Michigan,TX,0.604,1043,26,3.0,10197,39244,8581,18778,47825,Medium,29483,0.81,0.742,0.499,0.765,0.665,"['Music', 'Psychology', 'Art', 'Business', 'Economics', 'Law', 'Architecture']",Urban,Public,None,NAIA
431,University of Michigan,CT,0.335,1098,21,2.9,37562,16701,13293,50855,29994,Medium,29661,0.84,0.751,0.673,0.364,0.747,"['Psychology', 'Law', 'Business', 'Physics', 'English', 'Medicine', 'Environmental Science', 'Chemistry']",Urban,Public,None,NCAA Division I
432,"University of California, San Diego",CA,0.886,1243,19,2.52,13151,43171,11101,24252,54272,Large,35940,0.81,0.932,0.379,0.697,0.674,"['Chemistry', 'History', 'Business', 'Medicine', 'Economics']",Rural,Public,Jewish,None
433,University of Iowa (NY),NY,0.061,1499,20,3.74,23056,19412,19760,42816,39172,Large,4461,0.784,0.779,0.938,0.465,0.844,"['Art', 'History', 'Political Science', 'Mathematics', 'Physics', 'Environmental Science', 'Medicine']",Suburban,Private,Catholic,NCAA Division II
434,Villanova University (MA),MA,0.696,1163,19,3.21,39801,75564,16336,56137,91900,Small,5661,0.822,0.884,0.473,0.298,0.701,"['Biology', 'Chemistry', 'Education', 'Environmental Science', 'History', 'Art', 'Economics', 'Computer Science']",Rural,Public,None,NAIA
435,University of Miami (IL),IL,0.483,1263,20,3.49,12646,25490,17542,30188,43032,Large,24833,0.6,0.869,0.626,0.623,0.691,"['Nursing', 'Education', 'Environmental Science']",Urban,Private,Catholic,NCAA Division II
436,Dartmouth College,OR,0.412,1110,27,2.6,51839,55036,18130,69969,73166,Large,33739,0.918,0.905,0.63,0.125,0.799,"['Environmental Science', 'Computer Science', 'Chemistry', 'Medicine', 'History']",Suburban,Public,Protestant,NCAA Division I
437,Arizona State University,OH,0.339,1058,20,3.15,51139,40249,12956,64095,53205,Small,14150,0.741,0.946,0.661,0.199,0.77,"['Physics', 'Business', 'Biology', 'Mathematics']",Rural,Private,Other,None
438,Dartmouth College,NY,0.793,1439,35,3.1,48125,43503,19970,68095,63473,Medium,13518,0.895,0.73,0.484,0.149,0.681,"['Economics', 'Environmental Science', 'Education']",Urban,Private,Jewish,NCAA Division I
439,University of Rochester,AZ,0.801,1353,32,3.77,54412,25598,13678,68090,39276,Small,4455,0.695,0.838,0.457,0.149,0.643,"['Architecture', 'Music', 'Medicine', 'English', 'History', 'Environmental Science', 'Education', 'Physics']",Rural,Public,Catholic,NCAA Division I
440,Stanford University,OH,0.737,1568,36,3.56,41574,27390,14086,55660,41476,Large,38863,0.664,0.744,0.55,0.304,0.642,"['Business', 'Art', 'Economics']",Urban,Public,None,NCAA Division II
441,Boston College,MA,0.185,1560,33,2.79,21600,52640,17011,38611,69651,Large,45630,0.765,0.917,0.879,0.517,0.856,"['Nursing', 'English', 'Architecture', 'Chemistry', 'Biology', 'Art', 'Psychology', 'Political Science']",Urban,Private,Other,NCAA Division III
442,University of Michigan,IA,0.73,1548,19,3.07,12561,79336,16626,29187,95962,Large,3412,0.839,0.715,0.549,0.635,0.686,"['Chemistry', 'History', 'Education', 'English', 'Computer Science', 'Biology']",Rural,Private,Jewish,NCAA Division II
443,Baylor University,MA,0.563,1575,19,2.63,31806,18367,18310,50116,36677,Medium,9640,0.869,0.944,0.656,0.374,0.806,"['Education', 'Biology', 'Economics', 'English']",Rural,Private,Catholic,NCAA Division III
444,"University of California, Irvine",IA,0.303,1026,30,3.0,45172,33727,9784,54956,43511,Large,18581,0.679,0.799,0.675,0.313,0.713,"['Political Science', 'Law', 'Chemistry', 'Music', 'Computer Science', 'Mathematics']",Urban,Private,Other,NCAA Division III
445,Dartmouth College,NY,0.35,1376,28,3.81,27310,15093,12550,39860,27643,Small,41737,0.86,0.832,0.734,0.502,0.801,"['Engineering', 'Architecture', 'History', 'Law', 'Psychology', 'Physics']",Urban,Private,None,NAIA
446,University of Notre Dame,TX,0.411,1486,20,3.26,33841,16114,14682,48523,30796,Large,44793,0.687,0.977,0.725,0.393,0.789,"['Physics', 'Biology', 'Nursing', 'Medicine', 'Political Science']",Rural,Private,None,NAIA
447,University of Pittsburgh,MN,0.532,1235,31,3.79,28011,48333,12437,40448,60770,Large,28256,0.694,0.903,0.589,0.494,0.715,"['Biology', 'Economics', 'Computer Science', 'Political Science', 'Medicine', 'Psychology']",Suburban,Private,Other,NCAA Division III
448,University of Rochester (PA),PA,0.852,1374,21,3.73,50097,21702,17669,67766,39371,Medium,10854,0.812,0.939,0.432,0.153,0.698,"['Art', 'Nursing', 'Architecture', 'Physics']",Suburban,Public,Catholic,NCAA Division I
449,Dartmouth College,TX,0.086,1199,24,3.46,21487,65792,15817,37304,81609,Large,8041,0.908,0.742,0.848,0.534,0.835,"['Business', 'Engineering', 'Chemistry']",Urban,Private,Other,NCAA Division I
450,Syracuse University,MI,0.358,1100,36,3.41,45013,70836,8243,53256,79079,Small,43348,0.897,0.701,0.66,0.334,0.744,"['Architecture', 'Chemistry', 'Environmental Science', 'Physics', 'Psychology', 'Medicine']",Urban,Private,None,NCAA Division II
451,Princeton University,OH,0.542,1075,20,3.0,22639,26074,12573,35212,38647,Medium,7788,0.916,0.802,0.544,0.56,0.733,"['History', 'Psychology', 'English', 'Chemistry', 'Medicine', 'Music', 'Computer Science', 'Education']",Rural,Public,None,NCAA Division II
452,Brown University,PA,0.551,1325,19,3.75,25209,31507,15986,41195,47493,Large,22990,0.943,0.835,0.6,0.485,0.774,"['Economics', 'Law', 'Engineering', 'Art', 'Political Science', 'Physics']",Rural,Public,Catholic,NCAA Division II
453,Boston University,WA,0.169,1144,32,3.4,45368,28910,19345,64713,48255,Small,12983,0.885,0.85,0.785,0.191,0.834,"['Business', 'Nursing', 'Economics', 'English', 'Medicine', 'History', 'Chemistry']",Urban,Private,Catholic,NCAA Division I
454,Columbia University (MA),MA,0.481,1275,31,3.16,51380,24222,9352,60732,33574,Medium,21831,0.611,0.89,0.63,0.241,0.702,"['Psychology', 'Education', 'Economics']",Rural,Private,Other,None
